name,address,rating,open_close,price,gps,image_src,comments,url,tags
Tookii Steak,"138/120 Trần Hưng Đạo, P. An Nghiệp, Quận Ninh Kiều, Cần Thơ",8.0,15:00 - 21:00,10.000đ - 40.000đ,"10.0377560000000, 105.7745709000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu68kuwln6hb1@resize_ss576x330,"Tối nào cũng ăn vì ghiền cái sốt trên bò 😂
Quán sạch sẽ, nhân viên dễ thương lịch sự. Quán đông có phải chờ nhưng chưa bao giờ chờ quá 15p. Thử hết 3 món trong menu rồi phải nói bò làm mềm vô cùng. Sẽ ăn liên tục hahaa.. Ghé quán ăn được 2,3 lần giờ mới dám cho vài ý kiến cá nhân của mình.

- Điểm cộng: 
+ quán sạch sẽ, mát mẻ.
+ đồ ăn ướp rất ngon và vừa miệng.
+ bò, bạch tuột hay mì đều vừa phải không quá dai cũng không quá cứng.
+ sốt mì khá lạ và ngon, mì thì nhiều ăn quài không hết.
+ đặc biệt đồ ăn thì nhiều so với giá 35k size M và 40k size L kèm nước là khá hợp lí vì theo mình biết ở SG bán 1 phần 85-90k.
+ 2 anh bếp làm việc nhìn rất chuyên nghiệp.

- Điểm trừ:
+ quán hơi nhỏ nếu đi đông.. Từ lúc khai trương đến giờ , không biết ăn bao nhiêu lần luôn í , ăn hoài không chán .. Vừa đi ăn về và có vài thứ cần phải review liền. 
Đầu tiên là điểm cộng:
+ Cách bày trí món ăn rất đẹp mắt. 
+ Món ăn được nêm nếm rất vừa miệng, thịt bò mềm dai vừa phải. 
+ Quán tuy nhỏ nhưng sạch sẽ & thoáng mát. 
Còn về phần điểm trừ:
+ Menu khá ít (phần nước chỉ có các loại nước ngọt như Pepsi, Sprite,...) mình nghĩ nên có thêm trà đào, trà vải hay trà sữa gì đó sẽ hay hơn. 
+ Chủ quán thì không được thân thiện & nhiệt tình với khách cho lắm. Mới đưa món ra mà đã kêu khách thanh toán liền mà cách nói chuyện không thân thiện gì cả :(( (điểm trừ to bự nhất) 
+ Quán nhỏ nên không đủ chỗ để xe, khách phải qua bên lộ để xe mà không có ai trông cả làm vừa ăn vừa ngóng qua lộ sợ mất xe :((
P/S: Được mỗi món ăn ngon thoy chứ ăn xong đứng lên đi về mà mình cảm thấy bực bội dễ sợ.",https://www.foody.vn/can-tho/adnil-bigsteak,"Quán ăn, Steak"
Lâm Ký - Hủ Tiếu Nam Vang,"96/1 Võ Tánh, P. Lê Bình, Quận Cái Răng, Cần Thơ",8.6,06:00 - 11:00,30.000đ - 30.000đ,"10.0051788058609, 105.7493730511853",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw98jvtxb7x7bc@resize_ss576x330,"Cô chủ quán siêu đáng yêu. Làm đồ ăn ngon , ăn quài không ngán. Cô chủ quán vừa xinh đẹp vừa dễ thương 
Anh phục vụ siêu đẹp trai. Mình order hủ tiếu nước và bánh lọt trên NOW hôm khuyến mãi 40%.

Thật sự quán quá tệ. Bán món nước đem về mà để nước chung, khi giao tới thì hủ tiếu và bánh lọt nở thừ lừ ra hết ra. 

Đã vậy trong nước còn có miếng cước rửa chén và cọng lông mi. Cũng may mình phát hiện sớm chứ không nuốt miếng cước vô có nước đứt cổ họng.

Chắc quán bán đồ sale đồ rẻ nên không cần biết khách ăn như thế nào, ngon dở hình thức như nào cũng mặc kệ.

Lần cuối cùng order quán này.",https://www.foody.vn/can-tho/lam-ky-hu-tieu-nam-vang,"Hủ tiếu, Quán ăn"
Bánh Xèo Mười Xiềm - Nguyễn Chí Thanh,"13/3 Nguyễn Chí Thanh, P. Trà Nóc, Quận Bình Thủy, Cần Thơ",7.0,10:00 - 22:00,40.000đ - 150.000đ,"10.0976909000000, 105.7145259000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb78zad7cuzfe@resize_ss576x330,"Không gian: cổ kính, nhà lá đậm chất Nam Bộ
Món ăn: bánh xèo và bánh khọt, ngon lắm, vỏ bánh ăn ngon cực kỳ, nhân thì thịt với tôm đầy đủ
Nhân viên: cô chú phục vụ cũng tốt lắm
Giá cả: không quá mắc khi đến tận nơi
Điểm cộng: Ngon, rau sạch và nước mắm cực ngon
Điểm trừ: Xa quá xa, đi tới lui buồn ngủ muốn chớt ^^. Bánh xèo Mười Xiềm, nghe danh đã lâu! Ăn cho biết để không bị lúa hihi

Bánh xèo cái nào cái nấy rất là to tướng nha, bằng cái mâm vậy rồi gấp làm đôi. Vỏ bánh mỏng, vàng ươm và giòn rụm luôn. Nhân thì có loại tôm thịt truyền thống, củ hủ dừa, các loại nấm. Mình thấy nhân nào cũng ngon hết á. Bánh được phục vụ kèm rau tươi và nước chấm cũng ok nữa.

Cá lóc nướng, gà nướng, mực nướng ở đây cũng ngon.

Nhìn nghệ nhân đổ bánh điêu luyện mới thích lắm đó! Nên xem thử cho biết, chứ không biết chừng nào mình mới được trình độ như họ :D

Giá cả khá đắt :3. Vang danh lâu đời, Bánh xèo Mười Xiềm ở đây rất nổi tiếng, mà đường đi thì hơi xa, khó tìm... Tụi mình đi tìm lâu lắm luôn vì nghe danh Bà lâu lắm. Đến nơi thì mình rất thích không gian ở đây, đúng chất miền quê, cô chú rất dễ thương, gần gũi... Lúc mình đến thì quán vắng...????
Ở đây bánh xèo thịt vịt ngon lắm, mình nghe đồn. Mà tiếc là đến khi dùng thử thì ko như những gì mình suy nghĩ, bánh thì giòn, nước chấm thì nhạt mà vị mặn,rau thì siêu sạch... 
Nói chung bánh ko có gì đặc biệt như mọi người đồn... Ăn cũng bình thường. Chắc do thời gian...!!!. Bây giờ nó ko có ngon như danh vang vọng của nó đâu! Bị biến chất rồi, mình là hdv có lần dẫn khách vào đó ăn, rồi mình tận mắt thấy các khâu làm bánh ở đây, rất bình thường ko thể hiện được ""bí quyết"" gì ở đây! Ngon khi ăn ở đây chỉ là ""ngon danh"" thôi!",https://www.foody.vn/can-tho/banh-xeo-muoi-xiem-nguyen-chi-thanh,"Bánh xèo, Nhà hàng"
Quán Cơm 169,"169 Hoàng Văn Thụ, P. An Cư, Quận Ninh Kiều, Cần Thơ",7.4,06:00 - 19:00,15.000đ - 20.000đ,"10.0401776000000, 105.7774562000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwck3friq9qzbe@resize_ss576x330,"Trưa trưa ở nhà không có gì để ăn là nghĩ tới quán này liền. Mua như vậy cũng nhiều lần rồi, mà không biết quán có trên foody :3 quán nằm ở đường Hoàng Văn Thụ. Nếu chạy từ khúc bên trà sữa Ping cha thì chưa qua cầu, quán nằm bên phía tay phải. Thấy quán người ta ăn cũng nhiều lắm :3 như hình là mình mua 30k thịt, 1 phần canh chua thì tùy giá. Canh chua như mình thì 20k, còn canh chua tép thì 10k :3 thịt ướp ngon, vừa ăn :3 sẽ tiếp tục ủng hộ :3. Quán cơm này nằm ngay đoạn cuối đường Hoàng Văn Thụ, nếu đi từ đường Trần Hưng Đạo về cầu Nhị Kiều thì vừa tới chân cầu là quẹo phải vào, quán nằm ngay tay phải luôn.
Không gian quán rất nhỏ nhưng đông khách, thành ra xe phải bỏ ở bên công viên đối diện, trong nhà thì nóng nên mình ngồi bàn ngoài lộ luôn. Đồ ăn nhìn sơ qua khá chất lượng, có cả tôm kho tàu nữa, nhưng mình đang thèm ăn cá chiên nên gọi luôn phần cơm cá biển chiên, 20k í. Cá ướp ngon, cơm khô, rau muốn giòn, canh thì hơi nhạt.",https://www.foody.vn/can-tho/quan-com-169,"Cơm, Quán ăn"
Côti Cafe,"180 Đường Huỳnh Cương, P. An Cư, Quận Ninh Kiều, Cần Thơ",9.2,07:00 - 22:00,15.000đ - 30.000đ,"10.0351743000000, 105.7798004000000",https://down-vn.img.susercontent.com/vn-11134513-7ra0g-m9y5e4wo56x051@resize_ss576x330,"Quán decor đẹp, kiểu hơi cổ điển; nhân viên phục vụ chu đáo 
Giá thì ko rẻ nhưng chất lượng tốt, menu đa dạng và khác biệt so với những quán khác
Chỉ là ko hiểu sao nhân viên order nói nhỏ quá, làm mình cũng ko dám nói lớn khi vào quán ))))",https://www.foody.vn/can-tho/coti-cafe,"Cafe, Café, Dessert"
Má Bảy - Cơm Cháy Kho Quẹt - 182 Đường 3 Tháng 2,"182 Đường 3 Tháng 2, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",7.4,17:00 - 22:00,15.000đ - 80.000đ,"10.0203238000000, 105.7637014000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv2edsxl2ftf4@resize_ss576x330,Giá khá cao cho 1 món ăn vặt. 3 ng gần 200k,https://www.foody.vn/can-tho/ma-bay-com-chay-kho-quet-182-duong-3-thang-2,"Cơm, Vỉa hè, Ăn vặt"
Huy Hoàng - Bánh Cuốn Nóng,"381 Nguyễn Văn Cừ, P. An Hòa, Quận Ninh Kiều, Cần Thơ",8.0,07:00 - 10:00,16.000đ - 16.000đ,"10.0461485000000, 105.7682830000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwd3j1vlxw4b4a@resize_ss576x330,"Vì sở thích ăn bánh cuốn mà đi khắp cần thơ lùng cho ra quán xem chỗ nào ngon. Chỗ này sáng m thấy ngta lại mua đi nhìu lắm, vị trí nằm trên đường lớn nên cũng dễ tìm. Ở trước là xe bán bánh, sau là tiệm bán đồng hồ. Ở đây có bán bánh cuốn nóng và bún thịt nướng, m thấy ăn bánh cuốn nhìu hơn. Này ngta tráng liên tục, 1 hộp 16k có bánh chả lụa và nem nướng, m ăn nhìu chỗ ở ct cảm thấy chỗ này bánh tráng mềm, nóng mới đem ra lun, 16k k rẻ mà cũng k mắc nhưng ăn 1 buổi m đủ no r",https://www.foody.vn/can-tho/huy-hoang-banh-cuon-nong,"Bánh cuốn, Vỉa hè, Ăn vặt"
Phương Dung - Quán Cơm Gà,"301 Nguyễn Văn Cừ, P. An Hòa, Quận Ninh Kiều, Cần Thơ",7.6,09:00 - 20:00,18.000đ - 25.000đ,"10.0464007000000, 105.7683028000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstxmlnitord52@resize_ss576x330,"Buổi trưa làm biếng nấu đồ ăn nên mình có ghé quán cơm gà phương dung trên đường Nguyễn Văn Cừ mua ăn thử. Mình mua 2 hộp khác nhau để trải nghiệm luôn. Một hộp cơm gà và một hộp cơm thịt chiên muối. Hộp cơm thịt chiên muối nhìn khá là hấp dẫn, thịt nêm nếm vừa ăn :3 cơm chụp lên hình có màu vàng vậy chứ màu bên ngoài rõ nhất là xanh xanh nhạt. Mình ăn cũng cảm thấy có vị lá dứa nhẹ nhẹ, nói chung rất thơm. Cơm rang lên chưa được giòn nhưng nhìn chung vẫn ổn với giá 2x :3. Quán cơm nằm ngay đối diện trường đại học tại chức ở đường Nguyễn Văn Cừ
Đây là quán cơm gà xối mỡ có từ vài năm với giá cả rất bình dân chỉ 18 k
Mình kêu một dĩa cơm đùi gà xối mỡ nhìn rất ngon, gà của quán lúc nào cũng nóng hổi và da gà thì giòn rụm
Vì giá cả khá bình dân nên phần đùi k đc lớn như những quán khác nhưng với mình thì phần gà như v là vừa đủ ăn và rất hợp túi tiền
Ngoài ra gần đây quán còn có bán thêm món cơm thịt đùi nhìn rất hấp dẫn, lần tới nhất định mình sẽ thử. Ăn được 2 lần tại quán rồi.
Quán cơm nhiều thịt nhiều rau nhiều mà 18k thôi à nha.
Mà thịt gà da khô lắm chắc do tưới nhiều mỡ qá.
Trà đá kêu mới có nha, k kêu k có nhưng có bình nước nếu có kêu thì ngta đem ca + đá ra cho khách.
Nhân viên nhanh nhẹn, gọi cái là có. Đứng rang cơm từng mẻ luôn nên cơm luôn nóng và ít bị khô.
Không gian nhỏ k mát lắm nhưng không nóng
Quán đối diện trường nên khá tiện cho các bạn ở KCC.",https://www.foody.vn/can-tho/phuong-dung-quan-com-ga,"Cơm, Cơm gà, Gà, Quán ăn"
Xôi Mặn,"120 Hùng Vương, P. An Cư, Quận Ninh Kiều, Cần Thơ",7.6,06:00 - 09:00,15.000đ - 15.000đ,"10.0413734237447, 105.7776437425277",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgsaf68vvmj99@resize_ss576x330,"Bị coan nhỏ bạn nó ruồng quến ăn thử. Ai dè ngon bá cháy con bọ chét luôn nhe.
Cái xe này nằm trên bên cái cổng tay trái của chùa Thới Long cổ tự ý. Bán cho học sinh trường tiểu học là chính nên tầm 8-9h là hết sạch, không còn 1 hộp nào luôn. Lại trễ có tí xíu mà hầu như là hết hoặc còn 1-2 hộp thôi. Muốn ăn phải đi sớm lắm mới có ăn.
Đánh đổi lại thì được cái nó ngon ta nói nhe, hợp khẩu vị cực kỳ, kết nhất là cái nước sốt, ngọt ngọt mặn mặn. Gà thì xé nhỏ ra rồi nên ăn nhai hết. Cô chú bán cũng vui vẻ lắm luôn, chưa kịp chụp hình là đã có 1 hộp xôi rồi. Mình ăn hộp 15k bao no",https://www.foody.vn/can-tho/xoi-man,"Vỉa hè, Xôi, Ăn vặt"
Bà Bảy - Bánh Tráng Trộn,"71/14B Nguyễn Khuyến, Quận Ninh Kiều, Cần Thơ",8.0,17:00 - 21:00,15.000đ - 30.000đ,"10.0346576000000, 105.7838227000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lweop2vrnlcpb4@resize_ss576x330,"Quán này bán bánh tráng ngon lắm nè . Ăn từ lúc mình học cấp 2 đến giờ . Mong quán sẽ có trên Foody , để có thèm thì đặt về ăn những lúc không có thời gian chạy ra quán được. Vì đói quá nên mình đã đặt 2 phần : bánh tráng cuốn 10k và bánh tráng trộn lớn 20k 
- Bánh tráng cuốn : ngon ngất ngây con gà tây luôn , lại đc cho bịch nước sốt bự chà bá nữa . Phải nói thêm là thành công của món này chủ yếu đến từ hương vị tuyệt vời của nước sốt . Nước sốt ngọt ngọt + xoài chua chua + sốt bơ béo béo + chút mỡ hành perfect
- Bánh tráng trộn : vị chua chua ngon lắm luôn , lại có tới 2 trứng cút nữa , còn có khô bò đen , đậu phộng , hành phi ,khô bò và chút rau răm . Nói chung là ngon tuyệt cú mèo 
 Ăn xong 2 phần là no nóc luôn <3. Bình thường thì chỉ ăn bánh tráng cuộn ở đây nhưng lần này thấy nhiều bạn mua bánh tráng trộn nên cũng bắt chước ăn thử xem như thế nào. Bánh tráng trộn ở đây được trộn cũng đều tay, không bị lấn cấn dầu, bánh tráng cũng tương đối mềm, không bị nhão. Một hộp bánh tráng giá tầm 12k đến 15k thôi. Nói về rẻ thì cũng không rẻ, nhưng giá chấp nhận được. Điểm đặc biệt là có phần khô gì đó đen đen ăn lạ miệng. Bánh tráng trộn ăn cũng vừa miệng, nói chung rất hài lòng và sẽ tiếp tục ủng hộ :3. Quán nằm xéo xéo trường tiểu học ngô quyền đươngg nguyễn khuyến. Quán bán bánh tráng trộn, bánh tráng cuốn, đủ loại bánh tráng bán theo gram: bánh tráng muối ớt, sa tế, tôm hành, tỏi ớt... mình ăn bánh tráng trộn ở đây ko hợp vì 2 lần ăn đều bị đau bụng. Còn bánh tráng sa tế trước mua 100gr nhưng ko ngon có bánh tráng muối ớt là ngon 100gr là 12k. Ngoài ra còn bán khô gà lá chanh vs muối ớt tùm lum nhiều lắm. Anh chủ khá lịch sự bán vui vẻ thối tiền còn cảm ơn còn chị chủ ko đc lịch sự lắm mặt lúc nào cũng hằm hằm.",https://www.foody.vn/can-tho/ba-bay-banh-trang-tron,"Bánh tráng, Quán ăn"
Túc Túc Food - Cơm Văn Phòng & Bún Gà Chanh Ớt,"C101 Trần Khánh Dư, Quận Ninh Kiều, Cần Thơ",8.7,06:00 - 22:00,20.000đ - 120.000đ,"10.0258908000000, 105.7738768000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb3u8sf3pazc8@resize_ss576x330,"Đã ăn bún gà tại quán
Giá 25k khá hợp lý đặc biệt là nước có vị thanh rất ngon
Quán nhiệt tình với khách nói chung ổn đó. Ngoài gà chanh ớt thì mình đã ăn vịt nấu chao ở qán vị đậm đà vừa ăn , thịt vừa mềm tới k bị gục. Hôm nay có book cơm trưa của quán này để ăn, phải nói quán có món theo ngày nên ăn cũng ngon lắm nhe, đổi được món liên tục nên đỡ ngán nữa, nhân viên quán giao hàng cực kỳ nhanh luôn nhe, giá cả cũng khá là vừa phải nữa chứ, mình mua phần tép ram 1 phần có lóc để và 1 phần thịt kho để ăn, theo mình cảm nhận thì đồ ăn khá là ngon lại nhiều nữa nhe, nhưng có điều vị tùy món cũng hơi mặn tý ấy, quán để rau cải này nọ riêng khá là lịch sự",https://www.foody.vn/can-tho/tuc-tuc-food-com-van-phong-bun-ga-chanh-ot,"Bún, Cơm, Gà, Quán ăn"
CHÁO ẾCH 39K - Trần Hoàng Na,"702 Trần Hoàng Na, P. An Khánh, Quận Ninh Kiều, Cần Thơ",7.5,06:00 - 22:00,10.000đ - 45.000đ,"10.0207470000000, 105.7558450000000",https://down-vn.img.susercontent.com/vn-11134513-820l4-mfnjjlh0z85rc0@resize_ss576x330,"Bánh canh hải sản 😘😘😘. Bánh canh thập cẩm đặc biệt 40 k
Có đủ loại giò heo ,thịt,mực, nghêu, ốc móng tay, cá lóc, huyết.;chả cá...1 tô cực nhiều,thêm nhiều rau với nước.😙. Mình đang đợi mua bánh canh đem về thì trời đổ mưa lớn. Bạn phục vụ đưa đồ ăn xong thì cứ kêu mình đứng xích vô trong lo mình bị ướt. Mình thì ngại sợ choáng chỗ để xe của quán nên chỉ nép nép ko bị ướt là đủ rồi. Còn bạn ý thì nhiệt tình một mực kêu hoài dễ thương dễ sợ luôn :))
Bánh canh ngon, thơm, rất vừa miệng. Nói chung mình rất hài lòng từ chất lượng đến sự nhiệt tình của quán.. Sáng nay mua bánh canh Việt giò heo mà giò bị hôi, cứng thật cứng. Mùa dịch mà buôn bán như vậy không thể chấp nhận. Quá tệ!!!",https://www.foody.vn/can-tho/chao-ech-39k-tran-hoang-na,"Cháo, Quán ăn, Ếch"
Lumos Coffee & Cake - Trần Hưng Đạo,"186 Trần Hưng Đạo, P. An Nghiệp, Quận Ninh Kiều, Cần Thơ",7.0,08:00 - 22:00,16.000đ - 29.000đ,"10.0359230000000, 105.7756480000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh5umw2znbtf5@resize_ss576x330,"Ngon đẹp bổ rẻ chill. đồ uống ngon,không gian đẹp. Không gian đẹp, thoáng mát, nhân viên vui vẻ, nhiệt tình. 5 sao",https://www.foody.vn/can-tho/lumos-coffee-cake-tran-hung-dao,"Café, Dessert, Tiệm bánh"
Trà Sữa N2 Tea Milk - Hùng Vương,"58D Hùng Vương, P. An Hội, Quận Ninh Kiều, Cần Thơ",8.2,16:30 - 22:00,10.000đ - 22.000đ,"10.0436400000000, 105.7785340000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8gp4sjkjbvce@resize_ss576x330,"Quán cóc có bàn ngoài trời vừa thoáng mát vừa thoải mái rất thích hợp để tụ hợp bạn bè tám chuyện, chỉ sợ mỗi trời mưa là khỏi có chỗ trốn đâu được. Hôm đó mình đi uống với nhóm bạn mình gọi món trà đào (món thức uống yêu thích của mình). Nói chung thì cũng ngon trà đào thơm không nồng, miếng đào giòn giòn. Nhưng mình thích cách bày trí thức uống ở quán hơn, mấy cái ly được tận dụng từ các chai lọ nhìn rất ngộ nghĩnh. Bắp xào ở đây cũng khá là ngon, rất thơm bơ, nhìn cũng rất hấp dẫn. Giá cả cũng hợp lý.",https://www.foody.vn/can-tho/tra-sua-n2-tea-milk-hung-vuong,"Trà sữa, Vỉa hè, Ăn vặt"
Juice Daily - Nước Ép Trái Cây,"1B Đinh Tiên Hoàng, P. Thới Bình, Quận Ninh Kiều, Cần Thơ",6.2,17:00 - 22:00,10.000đ - 25.000đ,"10.0431800000000, 105.7794170000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc29m3p2g2h34@resize_ss576x330,"📍Location: Quán là một xe đẩy nhỏ, đặt trước một quán ăn rất to! Nếu đi hướng đường Hùng Vương thì Juice Daily phía bên tay Phải

🍓 Juice Daily phân ra 03 loại nước (Tớ quên chụp lại menu rồi) là giành cho các bạn tập gym muốn tăng cơ, một loại giành cho beauty, và một loại là detox! Trong 3 loại đó có rất nhiều lựa chọn khác nhau! 

🍓 Tớ chọn loại beauty, hí hí thật ra là khá ngon! Vì Tớ đã thích các loại trái cây 😋 bọn Tớ chọn 03 loại khác nhau, loại nào cũng ổn, chỉ có loại giành cho gym là hơi khác khác chút

🍓Quán đồng giá: 25,000/ly 

🍓 Vì bọn Tớ mua take away để đi dạo nhẹ một vòng nên Tớ ko có chụp lại nhiều hình của quán!",https://www.foody.vn/can-tho/juice-daily-nuoc-ep-trai-cay,"Nước ép, Vỉa hè, Ăn vặt"
Trâu Mộc 139 - Nguyễn Đệ,"139 Nguyễn Đệ, P. An Hòa, Quận Ninh Kiều, Cần Thơ",6.1,09:00 - 22:30,60.000đ - 270.000đ,"10.0489800000000, 105.7564217000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgc10tap4ux7a@resize_ss576x330,"Thức ăn ngon, món ăn đa dạng, nhân viên phục vụ nhiệt tình... Quán có nhiều khu rộng rãi, thích hợp cho gia đình & cơ quan. Đồ ăn của trâu mộc nêm nếm rất ngon ạ!!! 

Mình thích nhất là các món chiên nước mắm ở đây, ếch đc chiên giòn, rất hợp khẩu vị của mình.

Một món mình cũng mê k kém là cá rô rang muối, lớp vỏ ngoài đc áo một lớp muối, nhưng k hề mặn nha mọi người, mở lớp vỏ ra là lớp thịt ngọt của cá rô.

Giá cả cũng khá hợp lí ạ!!!. Ngoài bán thịt trâu ra ở đây còn rất rất nhìu món bạn nên thử, mình ghé đây đc vài lần ròi, nhưng mà quên mất không chụp lại nhiều hình, món ăn khá là ngon, mình thấy đặc biệt nhất là món cá rô rang muối, con cá to bằng bàn tay rang muối mằn mặn ở ngoài, bên trong ngọt thịt rất là đáng thử nha
Quán có không gian rất rộng, nên k lo hết chỗ, các bạn nhân viên cũng rất dễ thương ạ. Gọi thêm món thì đợi rất lâu, hơn 30phut vẫn chưa có, yêu cầu thanh toán thì bảo đã làm rồi đợi 20pbut nữa, và ép khách thanh toán.",https://www.foody.vn/can-tho/trau-moc-139-nguyen-de,Quán ăn
Sonder - Tea & Coffee - Mạc Thiên Tích,"124/11C Mạc Thiên Tích, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",6.4,09:00 - 22:00,22.000đ - 36.000đ,"10.0283160000000, 105.7718190000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu9rog4s2op0a@resize_ss576x330,"Trà sữa Oolong Trân châu. Hôm nay mình có ghé quán để uống nước thì đến tầm 11h thì mình ra về , mình có nhờ***bv dắt xe dùm tại vì tay mình đau ko tiện nên mình nhờ***dắt xe xuống dùm mình thì thái độ của***rất là tệ 🙂 kêu mình là "" mày tự dắt xuống đi "" , xong mình vẫn nhờ lại là***dắt dùm con thì thái độ càng khó chịu nên mình phải tự dắt và ra về trong ấm ức . Mình là khách mình bỏ tiền để sử dụng dịch vụ của quán thì chuyện nhờ bv dắt xe dùm mình là sai sao ta ? đề nghị quán xem lại cách phục vụ của bảo vệ ( thái độ trịch thượng , xưng hô mày tao , mình nhờ dắt xe thì bảo tự dắt rồi ngồi uống trà 🙂)",https://www.foody.vn/can-tho/sonder-tea-coffee-mac-thien-tich,"Café, Dessert"
Phở Hà Nội 3,"403 Nguyễn Văn Cừ Nối Dài, P. An Bình, Quận Ninh Kiều, Cần Thơ",5.0,06:00 - 21:00,25.000đ - 30.000đ,"10.0166492262516, 105.7372025772929",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwad9rdc8p97e6@resize_ss576x330,"Phở ngon ,sạch sẽ !quán thoáng mát! Phục cụ chất lượng!rau cỏ sạch sẽ!!!giá cả hợp lý",https://www.foody.vn/can-tho/pho-ha-noi-3,"Phở, Quán ăn"
Cháo Trắng 107 Ngọc Trân,"107 Nguyễn Văn Cừ, P. An Hòa, Quận Ninh Kiều, Cần Thơ",7.6,08:30 - 21:00,15.000đ - 30.000đ,"10.0432650000000, 105.7647730000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdjub8k4dspc8@resize_ss576x330,"Ăn quán này đã rất nhiều lần rồi mình rất thích quán này. Cháo nấu thơm với ngon lắm. Có nhiều món cho mình chọn để ăn chunh với chao như là tép, chà bông, trứng muối, dưa cải muối vân vân và mây mây nhiều món lắm luôn. Mình thì trước giờ quen ăn với trứng muối và chà bông nên chỉ ăn hai món này thôi. Quán nhỏ nhưng không quá chật. Để xe ở trước quán nên mình vào ăn rất dễ nhìn xe. Có thể mua về hoặc ăn ở quán. Quán gần ngã tư dễ ghé.. Đi chơi khuya về thì đây là địa điểm bán cháo trắng duy nhất ở cần Thơ bán về đêm. Bọn mình đi hai người gọi hai phần cháo trắng. Một dĩa đồ ăn là tét với dưa mắm và củ cải mặn. Còn một dĩa là cá cơm dưa mắm và tép. Dĩa đồ ăn cực kỳ nhiều ăn hết tô cháo mà vẫn còn dư đồ ăn. Tô cháo thì nóng hỏi thơm mùi lá dứa cực kỳ. Một phần cháo chỉ có 15000 thôi, Giá cực kỳ hợp lý vì mình thấy đồ ăn ở đây nhiều hơn là những ở chỗ khác. Ngoài ra còn có chà bông và hột vịt muối nữa nên các bạn tha hồ lựa chọn đồ ăn cho riêng mình. Bình thường mình hay ăn cháo cùng với đồ ăn là tép và dưa mắm. Nhưng hôm nay nhé mình kêu thịt bầm kho và dưa mắm ăn cho lẹ miệng. Thật khá là ngon lắm ăn vừa phải kết hợp cùng với cháo trắng thì ngon lắm. Quán có rất nhiều đồ ăn ví dụ như là chà bông, thịt bầm, dưa mắm, củ cải muối,Hột vịt muối, tép, cá cơm. Một phần đồ ăn thì giá 8000, một phần cháo thì giá 6000. Ăn lần nào cũng gọi thêm một ly nước mía. Vị chi một lần tầm 20.000 vậy là quá no cho một buổi tối. Quán chảnh! Đặt hàng trên Now thì để ship trên 50k. Mình đặt món trên 50k trong đó 1 phần cháo và 6 phần đồ ăn để đủ tiền ship. Cuối cùng bên shipper báo quán không bán bắt mua thêm 2 phần cháo mới bán. Hoặc chỉ được mua 1 phần cháo với 2 phần đồ ăn?? Nếu vậy để thêm quy định trên Now cho người mua họ biết cách đặt. Làm mất time cho người mua và cả bên Now! Dù không biết quán ngon hay không nhưng thái độ nv thì m sẽ k bg ghé tới. Đã đặt hàng nhiều trên Now đây là lần đầu tiên cảm thấy không hài lòng về thái độ của 1 quán, xem review thì rất tốt! Thất vọng!",https://www.foody.vn/can-tho/chao-trang-107-ngoc-tran,"Cháo, Vỉa hè, Ăn vặt"
Chè Ngon Chang Hi - Hùng Vương,"53 Hùng Vương, P. Thới Bình, Quận Ninh Kiều, Cần Thơ",5.0,09:00 - 23:00,35.000đ - 55.000đ,"10.0439720000000, 105.7789670000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvanv0jy84902@resize_ss576x330,Chè mình vừa mua dừa dầm bị chua..,https://www.foody.vn/can-tho/che-ngon-chang-hi-hung-vuong,"Chè, Quán ăn"
